Height,Width,Weight,Cost,Transport
13,7,510,10.93,Roadways
15,7,3649,15.68,Airways
43,17,9719857,53.01,Roadways
30,13,21960,42.4,Airways
8,4,5228,68.79,
29,10,10719,34.21,Roadways
19,7,100122,59.67,Waterways
21,12,4014,23.59,Roadways
27,20,3485,18.67,Airways
29,13,49242,47.16,Roadways
36,8,10337,30.66,Airways
18,7,256,12.76,Roadways
31,,9136,25.51,
24,10,,22.46,
8,4,100,18.65,Airways
37,13,4334,12.46,Waterways
27,13,815888,34.42,Waterways
64,15,112269,62.76,
17,8,123516,69.78,Airways
3,3,62,24.14,Airways
21,11,203,18.55,Roadways
6,4,134,16.55,Roadways
29,14,688408,75.76,Roadways
5,5,71,15.88,
26,8,446,14.05,Roadways
22,6,688,17.94,Roadways
28,10,12131,91.42,Airways
32,20,5618,52.42,
53,16,15119,88.73,Roadways
24,9,369791,61.98,
5,4,1018,13.81,Airways
,6,4450,12.58,
22,11,156069,49.63,Airways
34,8,319270,36.78,Airways
,9,222038,94.56,Airways
3,2,66,15.11,Roadways
43,32,53118478,70.4,Waterways
5,5,58,12.67,Waterways
5,5,23,18.01,Waterways
6,4,37,11.5,Roadways
11,7,23157,33.62,Roadways
25,8,8230,48.33,
13,8,19320,32.55,Waterways
5,5,1445,19.12,
12,7,48,19.82,
29,8,163112,67.11,Waterways
8,5,380,23.63,
9,5,,79.11,
25,12,,13.12,Waterways
30,9,2710,16.53,Airways
22,10,174529,85.51,Airways
17,7,88800,72.29,Waterways
5,3,702,21.46,Airways
13,8,,21.42,
32,9,19012,99.35,Waterways
15,7,465,10.84,Airways
47,20,8325677,29.41,Roadways
16,8,580,21.39,Roadways
34,22,,20.33,Airways
48,20,48276,45.75,
30,8,326950,34.42,Airways
11,6,407,17.04,Waterways
34,10,1284,13.26,Waterways
10,5,,17.9,
5,4,,20.21,Roadways
,10,15079,95.57,Roadways
55,19,3825,13.44,Waterways
15,6,545,11.91,Airways
23,7,877,21.3,
3,3,31,12.06,Airways
30,12,476,14.84,
28,10,346636,87.1,Airways
27,10,349,20.73,Roadways
42,21,187059,45.19,Roadways
27,11,24913,65.51,Airways
14,6,210,21.81,Airways
5,,61,24.29,
5,5,3804,23.74,Roadways
37,16,8062674,38.71,Airways
21,9,11595,91.57,Airways
5,,1124,15.03,
35,17,3301217,88.21,Airways
17,7,7622,37.34,Roadways
43,20,4443210,65.79,
6,5,101,24.09,Roadways
20,11,6793,52.94,Waterways
14,7,171,13.91,Waterways
13,8,4132,10.69,Waterways
34,,,83.9,
3,3,253,23.8,Airways
39,,3450468,45.66,Roadways
41,10,,85.28,Waterways
17,8,3110,10.59,
19,8,8052,80.13,
20,8,574,21.04,Roadways
27,13,2170,13.06,Waterways
41,14,301,15.43,
29,,1060749,74.21,Roadways
30,18,1450113,54.01,
43,21,14529,55.68,Airways
,7,210,13.79,Waterways
24,12,467435,91.41,Roadways
28,8,4320,17.7,Roadways
28,9,392789,40.24,Roadways
6,4,174,23.95,
10,4,,14.99,Roadways
9,4,1105,23.57,Roadways
12,7,312,21.53,Airways
27,17,17982,43.63,Waterways
25,9,296913,47.69,Airways
12,6,119,23.14,Waterways
23,,12690,48.54,Roadways
21,7,827,22.22,Roadways
13,7,26167,39.92,Airways
51,25,19388767,77.72,Roadways
15,8,321,24.67,Roadways
29,8,,11.29,Roadways
10,5,333,21.89,
8,4,365,17.09,Airways
16,7,5603,50.83,
4,3,96,21.07,Waterways
25,8,927,10.56,Airways
23,9,7359,44.97,Roadways
26,10,,70.32,Roadways
,10,,45.64,Roadways
6,5,47,18.78,Roadways
28,11,20433,80.01,Roadways
20,7,585,19.84,Airways
5,4,47,11.45,
21,8,1908,15.9,Airways
36,13,1372651,76.34,
12,6,414,21.24,Airways
26,,1487,13.56,Waterways
17,9,7414,75.35,Roadways
16,7,4270,18.79,
26,17,1280524,46.61,Airways
7,5,111,14.25,Roadways
13,8,169,11.77,Airways
26,,130282,65.88,Airways
19,8,2051,17.22,Waterways
14,6,47564,36.25,Waterways
39,10,,20.68,Waterways
23,6,1208,22.13,Roadways
,,22263,81.41,
29,9,1260,19.77,Waterways
37,13,3126988,37.22,Airways
27,,11101,66.31,Airways
32,7,258107,50.28,
26,8,480,16.99,
3,3,42,19.31,Roadways
15,6,17897,64.48,Waterways
8,4,5369,49.61,Airways
23,10,1044,17.34,Roadways
13,7,89,17.79,Waterways
16,8,51706,62.17,Waterways
,11,902818,28.17,Waterways
9,,,16.44,Roadways
35,9,4435,15.11,Airways
28,7,548,24.04,Airways
28,21,1015,24.05,
,4,81,13.64,Waterways
19,6,226,24.53,Roadways
33,9,,18.42,
8,4,460,17.14,Airways
4,3,117,14.88,Airways
22,16,39040,42.61,
35,16,707,19.44,Roadways
50,23,1576,23.8,Waterways
6,,168,21.18,Waterways
,11,1041,19.24,Waterways
14,7,191,21.07,Roadways
15,,,16.24,
12,8,237,12.98,Airways
6,4,26,17.37,
16,6,119,12.49,
29,16,1319512,63.49,
32,9,491427,26.7,Waterways
13,7,2582,24.54,Roadways
12,7,643,12.02,Roadways
3,2,24,24.22,Roadways
18,6,239,20.83,
30,12,,72.85,Roadways
30,14,3235,10.29,Waterways
15,6,834,19.1,Airways
20,,118862,62.14,
30,17,,29,
32,9,740621,63.84,Waterways
12,7,609,18.6,Airways
12,8,676,17.11,Waterways
33,27,15043,91.08,
17,10,,24.95,
35,14,2828,10.73,Roadways
22,6,7590,98.65,
35,14,,33.61,Roadways
41,10,1392423,60.48,Roadways
28,13,4746,23.72,Waterways
22,8,8418,48.28,
6,4,58,13.65,
28,8,342,21.96,Roadways
10,4,5629,54.75,Airways
43,18,13423877,51.05,Roadways
,,,65.69,Roadways
22,10,1767,18.19,
35,7,687467,97.27,
8,4,99,23.08,Waterways
17,10,308,19.11,Roadways
40,21,9757,94.06,Airways
22,6,4037,22.35,Roadways
19,10,320760,91.02,
18,,90610,69.15,Roadways
19,10,9196,93.67,Airways
24,15,2585,16.23,Roadways
,6,71515,70.16,Roadways
9,5,82,19.46,Waterways
5,4,39,10.11,Airways
13,8,81357,95.59,Airways
8,5,200,10.42,
35,8,430,14.46,Airways
29,8,1163,20.27,Waterways
30,27,14405551,97.25,
5,4,639,16.38,Waterways
19,8,113349,49.23,Airways
,,65202,31.05,Roadways
34,13,19300,52.33,
42,20,5948486,49.39,Roadways
19,14,224116,75.07,Waterways
35,18,1480729,99.24,Roadways
37,,3303,23.91,Roadways
5,3,570,12.57,Roadways
27,13,671,18.21,Roadways
16,6,35643,49.16,
27,6,3937,21.17,Roadways
30,19,7426833,76.42,Waterways
29,12,1515140,42.92,Roadways
4,4,204,21.74,Airways
15,7,838,11.96,Waterways
26,14,2300,18.11,Waterways
19,8,2607,21.08,Waterways
22,15,3029,20.45,Airways
17,,208797,61.7,
9,,,18.03,Roadways
,13,35843,94.56,
12,6,37823,37.93,Roadways
11,6,368,23.97,
19,10,257749,91.32,Roadways
23,7,638,18.58,
8,4,146,21.2,Airways
,10,743,16.32,Airways
31,15,25100,90.36,Roadways
15,,165,15.97,
15,7,108417,78.35,Waterways
19,,,41.62,
9,4,154,10.37,
9,4,,10.4,
38,12,2508402,94.46,Airways
52,45,117927869,38.89,Airways
14,8,6247,62.38,Waterways
11,7,46580,90.4,Airways
18,7,100871,75.14,Airways
,6,,17.16,Roadways
,14,,12.72,Roadways
12,6,334,21.97,Airways
23,8,227096,39.31,Airways
39,13,63879,68.29,Waterways
8,4,28,23.83,Roadways
8,5,686,12.36,Roadways
8,5,11393,46.56,Waterways
20,10,5952,62.96,
39,20,92306,38.6,
6,5,54,16.09,Roadways
25,14,175,10.49,Airways
14,7,2869,11.29,Waterways
37,9,38148,38.87,
,6,42180,59.18,Roadways
37,11,,24.47,
12,8,,19.35,
15,8,,83.84,Roadways
33,15,7113,47.24,Airways
10,5,873,10.95,Airways
26,8,194,10.58,Waterways
14,,64235,90.7,Roadways
54,14,5378831,89.83,
5,,249,15.27,
15,8,326,22.83,Roadways
7,4,,20.3,
24,15,,44.28,Airways
16,8,480,17.22,Airways
19,6,26603,69.08,Roadways
30,12,3658,14.16,Waterways
33,15,9356,47.05,Airways
7,5,114,23.87,Waterways
22,8,,24.38,Airways
,11,15628,25.67,
16,8,,79.34,Roadways
16,6,33030,48.55,
15,6,3347,22.85,
,11,195249,42.56,Roadways
20,11,15983,68.15,Airways
,11,355,13.86,Roadways
28,12,20677,91.84,Airways
23,6,4437,10.18,
23,11,21694,67.21,
24,8,671,20.11,Airways
44,21,7999,41.55,Airways
4,4,10,18.37,
10,4,90,20.36,
23,10,385407,54.57,Airways
42,18,1282,17.62,
20,7,78814,93.5,Waterways
54,20,20239,44.44,Waterways
22,11,2607,14.71,Roadways
27,6,,37.22,Roadways
22,16,22289,56.84,Roadways
16,8,168,22.69,Waterways
28,9,1795,22.48,Roadways
40,6,7719,27.76,Airways
28,,,72.65,Airways
10,5,23670,93.21,Airways
17,9,76,15.29,Waterways
34,12,46722,48.05,Roadways
23,8,194498,84.27,
37,22,7403,51.76,Roadways
22,7,,45.92,Waterways
35,17,1502030,63.12,Airways
45,9,6401,50.08,
20,8,2137,21.95,Roadways
18,9,1525,19.4,Roadways
45,28,9144579,88.79,Airways
55,13,2238974,93.78,Airways
26,8,6943,56.97,Airways
24,6,7994,81.59,Airways
3,,6,20.42,Roadways
31,15,2017,13.59,Waterways
10,5,1307,11.01,Roadways
47,16,1858,24.52,Waterways
,10,13039,49.75,Airways
25,8,14938,63.15,Roadways
25,9,154375,32.01,Airways
,9,73560,25.4,Airways
14,6,2895,17.45,Waterways
17,9,1407,24.58,
26,7,287246,87.39,Roadways
19,8,622,10.06,Airways
21,11,12296,39.2,Airways
16,6,1065,24.87,Airways
24,8,137634,47.2,Roadways
37,10,15356,91.32,
14,6,42791,28.37,Roadways
64,23,,17.83,
12,8,4383,19.37,
30,12,921600,77.07,Roadways
14,7,1538,19.78,Roadways
35,9,1377280,79.37,Airways
13,8,,36.72,Roadways
27,8,1582,18.09,Airways
40,16,47842,90.27,Roadways
7,5,36,16.29,
31,,1820465,46.74,
13,8,6527,63.78,Airways
3,3,316,18.12,
38,13,3381,20.02,Waterways
8,5,685,10.44,Roadways
23,9,115463,38.6,
9,4,36,15.82,Roadways
13,7,212,16.94,Roadways
34,14,60613,81.09,
50,13,39005,53.71,Airways
28,12,1590458,38.21,
9,5,7052,32.17,Airways
18,7,4831,18.64,
8,4,3296,11.76,
,12,,77.74,Roadways
32,17,45356,78.3,Waterways
,7,12709,95.52,Roadways
14,6,90,16,Roadways
55,11,884,21.98,Roadways
41,7,24769,81.7,Airways
5,5,46,15.5,Airways
10,5,172,20.78,Waterways
36,6,,39.19,Roadways
25,,423734,96.48,
19,6,159,20.93,
24,11,3516,23.37,Waterways
30,19,32130,73.38,Waterways
8,4,6109,60.51,Roadways
25,8,5737,50.48,Roadways
25,6,224962,67.78,Airways
,22,173824,64.34,Roadways
39,10,26410,77.14,Roadways
22,6,8066,41.69,Airways
19,6,6757,86.86,Waterways
27,22,1240,15.66,Airways
21,10,1101,24.9,
19,8,4027,22.73,Roadways
,7,,21.7,
24,6,3629,19.31,Airways
12,7,94,24.32,Roadways
39,11,26091,51.66,Airways
17,6,90,19.99,Waterways
23,9,136565,79.23,Roadways
7,4,41,24.03,Waterways
33,15,51204,27.25,
17,7,127047,57.17,
31,16,1601,10.9,Airways
51,29,8559,45.96,Roadways
28,17,534984,90.64,Roadways
23,9,1810,18.74,Waterways
,4,90,21.14,Airways
3,2,,20,Airways
4,3,101,22.92,Airways
8,5,160,16.89,Roadways
9,5,302,16.54,Airways
16,,86809,59.16,Airways
9,5,44,14.76,Roadways
16,7,6189,97.39,Waterways
21,,78424,94.91,Roadways
11,8,4063,14.69,Roadways
25,11,3165,14.72,Roadways
3,,11,21.44,Waterways
40,18,11098,84.43,Airways
13,6,1467,12.94,Airways
7,5,390,12.98,Roadways
22,6,1534,18.57,Roadways
23,13,22856,51.8,Roadways
39,21,,88.77,Roadways
11,8,1651,14.57,Airways
14,,,14.58,Airways
,4,,18.22,
37,15,395,17.55,Roadways
24,9,714,16.04,Airways
23,11,1832,10.19,Airways
31,,357824,69.34,Roadways
26,12,2115,14.41,Roadways
24,10,507,15.1,Roadways
24,10,349433,99.24,Roadways
16,8,3854,19.7,Airways
30,8,517,13.64,Roadways
,,4060,13.72,
11,6,212,19.37,Airways
17,7,228,19.65,Airways
33,13,,22.73,Airways
,4,115,13.92,
7,5,85,21.12,
18,11,244,18.96,
12,6,613,15.08,
18,9,4554,10.73,
18,7,4565,21.88,Roadways
35,17,62189,76.88,Roadways
3,3,82,17.51,
38,,2728133,61.71,Roadways
31,8,404,21.39,Roadways
18,8,1344,14.87,Airways
4,4,134,22.01,Airways
34,15,839893,78.7,Roadways
20,6,140430,92.61,Airways
11,6,313,10.07,Waterways
8,5,482,14.81,Airways
10,5,1124,18.77,Roadways
4,,96,14.1,
45,11,693,15.47,Airways
25,6,476,10.67,Roadways
15,6,2636,24.54,Airways
19,7,259,22.78,Roadways
6,4,71,18.43,Roadways
26,8,3027,16.88,Airways
26,14,5275,70.73,Roadways
36,12,6614,54.24,Waterways
23,6,304,14.44,Airways
13,7,38257,44.51,
41,18,96338,48.03,Waterways
24,8,268,16.72,
11,7,2245,10.96,
28,17,6326,79.15,Roadways
37,12,3700,21.54,Waterways
22,7,1094,24.72,Airways
17,13,2649,17.71,Roadways
8,4,905,18.07,Airways
26,21,3721,14.09,Airways
24,8,8290,98.58,Waterways
23,10,,12.91,Roadways
29,8,3534,10.11,
41,,211,15.16,Airways
31,19,2216466,41.68,Roadways
34,25,4593,23.2,Roadways
18,6,,62.12,
34,21,8786922,73.35,Roadways
6,5,6576,62.65,
22,7,1406,21.9,Roadways
,,35675,57.92,Roadways
13,7,4621,20.88,Roadways
13,,91250,82.22,Roadways
23,13,339,23.69,Roadways
18,,,59.34,Airways
24,9,,32.92,Waterways
54,16,3966,17.47,Roadways
44,23,17704429,65.3,Roadways
17,11,,82.53,
4,3,,23.45,Roadways
7,4,4241,14.99,
16,8,885,18.76,Waterways
21,9,,69.5,Airways
28,14,254408,76.08,Waterways
10,5,406,20.58,Roadways
33,9,4780,19.14,Roadways
35,,5052,46,
15,7,149,14.47,Roadways
3,3,267,21.34,
17,10,145,13.85,Roadways
24,9,10770,64.59,Airways
22,12,12621,37.96,Waterways
36,17,4225,17.55,Airways
10,,,97.56,Airways
6,4,102,21.55,Roadways
8,4,1722,10.56,Roadways
24,11,306586,34.57,Roadways
,6,25440,32.44,
24,6,7581,97.62,Airways
11,7,3038,11.16,Waterways
23,13,21808,83.38,
19,6,2273,23.06,Airways
14,6,653,15.6,
8,5,,83.29,Airways
15,7,1007,15.26,Roadways
38,21,4962909,35.95,Roadways
5,,237,17.83,Airways
27,16,827,23.38,Airways
9,5,677,14.02,Airways
10,4,4605,11.69,Roadways
36,,,32.88,
18,12,417,20.5,
15,8,126573,94.74,
5,4,151,14.98,Roadways
50,25,1899,17.8,Waterways
23,11,14303,69.34,Airways
4,4,64,20.08,Roadways
19,,,10.04,Roadways
,6,1718,19.83,
53,25,93848,93.12,Airways
16,8,182,11.47,Roadways
44,11,1410947,29.37,Roadways
23,9,12284,80.37,Waterways
21,11,3879,20.15,
22,11,190,13.95,Roadways
24,11,228503,82.42,Roadways
8,5,,26.16,Airways
25,10,583934,62.7,Waterways
11,6,110,20.11,Waterways
5,3,114,19.12,Roadways
48,22,15959,43.6,Waterways
10,4,939,18.02,Waterways
47,21,71740,77.23,
27,11,1087679,99.38,Waterways
6,5,60,14.33,Waterways
22,14,25724,53.31,Airways
15,8,1214,16.11,
16,6,23086,48.77,
14,,266,20.36,Waterways
29,9,16026,73.77,
42,,16249,59.2,Waterways
,4,71,17.4,Airways
34,13,3657,17.67,Airways
26,10,719,17.36,Airways
22,6,165,24.33,Roadways
19,9,427,11.38,Waterways
37,13,58873,70.42,Waterways
43,21,160407,45.02,Roadways
22,7,6005,58.97,
26,22,3753815,26.24,Airways
25,16,953,23.26,Waterways
13,7,359,23.19,Airways
6,5,449,23.59,Airways
28,8,448,13.14,Waterways
17,9,,22.02,Airways
8,4,1024,23.73,Waterways
36,8,381,18.66,Airways
17,9,411,16.05,Roadways
13,,5349,51.72,
9,4,221,11.51,Airways
28,8,2162,23.72,
3,3,257,11.44,Airways
31,6,13168,83.01,Airways
3,3,24,12.67,Waterways
14,6,726,15.88,
3,3,18,14.73,Airways
33,7,155,21.86,Roadways
4,,54,14.36,Airways
18,,255244,88.08,Waterways
21,7,248328,71.87,Roadways
6,5,1643,12.16,Roadways
19,6,,24.86,
46,21,1821,10.59,
26,16,2651511,70.05,Airways
,,1857,14.55,Roadways
21,8,96472,57.08,Airways
22,15,1035484,96.69,Airways
23,7,743,13.7,Airways
36,13,3015852,42.23,Roadways
12,8,3569,15.95,
22,9,136591,50,Airways
41,17,2588,21.52,Waterways
26,10,318170,43.79,Roadways
51,18,93954,82.98,Airways
16,7,670,20.93,Waterways
33,7,570354,65.75,Roadways
14,7,2639,12.8,Airways
28,13,782,21.94,Waterways
16,7,140,18.01,Roadways
16,8,1179,19.19,Airways
33,11,8437,58.69,Roadways
30,9,649,15,
10,4,227,17.25,Waterways
20,8,649,24.78,Waterways
15,8,97958,28.59,Roadways
13,8,475,12.93,Roadways
17,12,424586,61.13,Roadways
13,8,154,13,Airways
,28,10851,67.7,Roadways
37,10,16551,38.46,Airways
15,,18981,27.72,Roadways
19,8,587,10.38,
33,9,1269377,69.76,Roadways
30,13,34729,78.25,Airways
